"gender";"ethnicity";"birth";"grade";"star";"read";"math";"lunch";"school";"degree";"ladder";"experience";"tethnicity";"system";"schoolid"
"male";"afam";1980.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"1";"regular";501;526;"non-free";"suburban";"bachelor";"level1";3;"afam";"11";"24"
"male";"afam";1980.5;"2";"regular";588;570;"non-free";"suburban";"bachelor";"notladder";4;"afam";"11";"24"
"male";"afam";1980.5;"3";"regular";644;639;"non-free";"suburban";"master";"level1";19;"afam";"11";"24"
"male";"cauc";1979.75;"k";"regular";445;484;"free";"rural";"bachelor";"apprentice";1;"cauc";"40";"76"
"male";"cauc";1979.75;"1";"regular";512;562;"free";"rural";"bachelor";"probation";0;"cauc";"40";"77"
"male";"cauc";1979.75;"2";"regular";599;590;"free";"rural";"bachelor";"level1";20;"cauc";"40";"77"
"male";"cauc";1979.75;"3";"regular";633;599;"free";"rural";"bachelor";"level1";28;"cauc";"40";"77"
"male";"afam";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"2";"regular";545;582;"free";"inner-city";"master";"level1";10;"cauc";"11";"19"
"male";"afam";1979.75;"3";"regular+aide";564;582;"free";"inner-city";"bachelor";"level1";30;"afam";"11";"19"
"male";NA;1980.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";NA;1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";NA;1980.5;"2";"small";NA;NA;"free";"suburban";"bachelor";"level1";4;"cauc";"11";"25"
"male";NA;1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.75;"k";"small";437;513;"non-free";"suburban";"master";"probation";8;"cauc";"17";"41"
"female";"cauc";1979.75;"1";"small";553;553;"non-free";"suburban";"bachelor";"level1";20;"cauc";"17";"41"
"female";"cauc";1979.75;"2";"small";591;590;"non-free";"suburban";"master";"apprentice";15;"afam";"17";"41"
"female";"cauc";1979.75;"3";"small";661;672;"non-free";"suburban";"bachelor";"level1";5;"cauc";"17";"41"
"male";"cauc";1980.25;"k";"small";474;559;"non-free";"rural";"bachelor";"level1";6;"cauc";"34";"68"
"male";"cauc";1980.25;"1";"small";564;562;"non-free";"rural";"bachelor";"apprentice";1;"cauc";"34";"68"
"male";"cauc";1980.25;"2";"small";684;626;"non-free";"rural";"bachelor";"apprentice";5;"afam";"34";"68"
"male";"cauc";1980.25;"3";"small";633;663;"non-free";"rural";"bachelor";"apprentice";3;"cauc";"34";"68"
"female";"cauc";1979.75;"k";"regular+aide";421;506;"free";"suburban";"bachelor";NA;0;"cauc";"18";"44"
"female";"cauc";1979.75;"1";"regular";490;535;"free";"suburban";"master";"level1";7;"afam";"18";"44"
"female";"cauc";1979.75;"2";"regular";575;572;"free";"suburban";"bachelor";"level1";3;"afam";"18";"44"
"female";"cauc";1979.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.25;"k";"small";453;506;"non-free";"suburban";"master";"level1";8;"cauc";"25";"58"
"male";"cauc";1980.25;"1";"small";564;584;"non-free";"suburban";"bachelor";"level1";9;"cauc";"25";"58"
"male";"cauc";1980.25;"2";"small";586;632;"non-free";"suburban";"master";"level1";9;"cauc";"25";"58"
"male";"cauc";1980.25;"3";"small";622;634;"non-free";"suburban";"bachelor";"apprentice";6;"cauc";"25";"58"
"female";"afam";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.25;"2";"small";602;577;"free";"suburban";"bachelor";"notladder";15;"afam";"22";"54"
"female";"afam";1979.25;"3";"small";620;618;"free";"suburban";"master";"level1";20;"cauc";"22";"54"
"female";"cauc";1980.5;"k";"small";445;513;"non-free";"suburban";"bachelor";"level1";5;"cauc";"25";"58"
"female";"cauc";1980.5;"1";"small";571;557;"non-free";"suburban";"bachelor";"level1";9;"cauc";"25";"58"
"female";"cauc";1980.5;"2";"small";637;587;"non-free";"suburban";"master";"level1";9;"cauc";"25";"58"
"female";"cauc";1980.5;"3";"small";626;626;"non-free";"suburban";"bachelor";"apprentice";6;"cauc";"25";"58"
"male";"cauc";1980.5;"k";"small";474;520;"non-free";"suburban";"master";"level1";15;"cauc";"22";"51"
"male";"cauc";1980.5;"1";"small";533;542;"non-free";"suburban";"bachelor";"level1";9;"cauc";"22";"51"
"male";"cauc";1980.5;"2";"small";596;615;"non-free";"suburban";"bachelor";"level1";8;"cauc";"22";"51"
"male";"cauc";1980.5;"3";"small";636;620;"non-free";"suburban";"master";"level3";17;"cauc";"22";"51"
"male";"afam";1980.25;"k";"regular";474;520;"free";"inner-city";"bachelor";"level1";12;"afam";"11";"27"
"male";"afam";1980.25;"1";"regular+aide";466;NA;"free";"inner-city";"bachelor";"apprentice";3;"cauc";"11";"27"
"male";"afam";1980.25;"2";"regular+aide";541;504;"free";"inner-city";NA;NA;NA;NA;"11";"27"
"male";"afam";1980.25;"3";"regular+aide";587;562;"free";"inner-city";"bachelor";"level1";4;"cauc";"11";"27"
"male";"cauc";1980.5;"k";"small";468;494;"non-free";"suburban";"bachelor";"level1";16;"afam";"22";"51"
"male";"cauc";1980.5;"1";"small";558;627;"non-free";"suburban";"master";"level3";14;"cauc";"22";"51"
"male";"cauc";1980.5;"2";"small";650;659;"non-free";"suburban";"bachelor";"level1";16;"afam";"22";"51"
"male";"cauc";1980.5;"3";"small";644;663;"non-free";"suburban";"bachelor";"level1";9;"cauc";"22";"51"
"female";"cauc";1980.25;"k";"regular+aide";463;478;"free";"urban";"bachelor";"level1";14;"cauc";"6";"9"
"female";"cauc";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"1";"small";492;545;"free";"urban";"bachelor";"level1";20;"cauc";"6";"9"
"male";"cauc";1979.5;"2";"small";NA;NA;"free";"urban";"bachelor";"level1";12;"cauc";"6";"9"
"male";"cauc";1979.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"1";"regular+aide";472;490;"non-free";"rural";"bachelor";"level1";3;"cauc";"23";"55"
"female";"cauc";1980;"2";"regular+aide";562;538;"non-free";"rural";"master";"level2";11;"cauc";"23";"55"
"female";"cauc";1980;"3";"small";629;622;NA;"rural";"master";"level1";9;"cauc";"10";"13"
"female";"cauc";1980.25;"k";"regular+aide";431;513;"free";"rural";"master";"level1";12;"cauc";"21";"50"
"female";"cauc";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.25;"2";"regular+aide";NA;NA;"free";"rural";"bachelor";"probation";3;"cauc";"16";"40"
"male";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"k";"regular";390;434;"free";"rural";"master";"level1";12;"cauc";"6";"8"
"female";"cauc";1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"1";"small";NA;NA;NA;"rural";"bachelor";"level1";7;"cauc";"31";"64"
"female";"cauc";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980;"2";"small";611;579;"non-free";"inner-city";"bachelor";"apprentice";1;"cauc";"22";"53"
"female";"afam";1980;"3";"small";626;634;"non-free";"inner-city";"bachelor";"level1";5;"cauc";"22";"53"
"male";"afam";1980.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.25;"3";"regular+aide";680;651;"non-free";"inner-city";"bachelor";"level1";7;"cauc";"22";"53"
"female";"cauc";1980.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"2";"small";520;488;"free";"urban";"master";"level1";9;"afam";"26";"59"
"female";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"k";"small";433;478;"non-free";"suburban";"bachelor";NA;5;"cauc";"11";"17"
"female";"afam";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1979.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"3";"regular";560;565;"non-free";"suburban";"bachelor";"level1";10;"afam";"11";"23"
"male";"cauc";1980.25;"k";"small";436;454;"non-free";"urban";"bachelor";"level1";13;"cauc";"6";"9"
"male";"cauc";1980.25;"1";"small";480;518;"free";"urban";"bachelor";"level1";27;"cauc";"6";"9"
"male";"cauc";1980.25;"2";"small";538;528;"free";"urban";"bachelor";"level1";12;"cauc";"6";"9"
"male";"cauc";1980.25;"3";"small";593;603;"non-free";"urban";"master";"level1";19;"cauc";"6";"9"
"male";"cauc";1980.25;"k";"small";419;473;"non-free";"rural";"bachelor";"level1";5;"cauc";"33";"67"
"male";"cauc";1980.25;"1";"small";453;518;"free";"rural";"bachelor";"level1";10;"cauc";"33";"67"
"male";"cauc";1980.25;"2";"small";530;579;"free";"rural";"bachelor";"level1";25;"cauc";"33";"67"
"male";"cauc";1980.25;"3";"small";536;576;"free";"rural";"bachelor";"probation";2;"cauc";"33";"67"
"male";"afam";1979;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979;"2";"regular+aide";538;522;"free";"inner-city";"master";"level1";13;"cauc";"11";"26"
"male";"afam";1979;"3";"regular+aide";587;559;"free";"inner-city";"master";"level2";13;"afam";"11";"26"
"male";"afam";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.25;"1";"regular";497;486;"free";"inner-city";"bachelor";"level1";27;"cauc";"11";"27"
"male";"afam";1979.25;"2";"regular";566;626;"free";"inner-city";"bachelor";"level1";4;"afam";"11";"27"
"male";"afam";1979.25;"3";"small";600;594;"free";"inner-city";"master";"level2";9;"afam";"11";"27"
"male";"cauc";1980.25;"k";"small";450;494;"non-free";"suburban";"master";"level1";18;"cauc";"17";"41"
"male";"cauc";1980.25;"1";"small";499;545;"non-free";"suburban";"bachelor";"level1";18;"cauc";"17";"41"
"male";"cauc";1980.25;"2";"small";584;626;"non-free";"suburban";"bachelor";"level1";19;"cauc";"17";"41"
"male";"cauc";1980.25;"3";"small";593;585;"non-free";"suburban";"master";"level1";13;"cauc";"17";"41"
"female";"cauc";1979.75;"k";"regular";474;536;"non-free";"suburban";"bachelor";NA;3;"cauc";"18";"43"
"female";"cauc";1979.75;"1";"regular+aide";651;567;"non-free";"suburban";"master";"notladder";18;"cauc";"18";"43"
"female";"cauc";1979.75;"2";"regular+aide";611;607;"non-free";"suburban";"bachelor";"level1";10;"cauc";"18";"43"
"female";"cauc";1979.75;"3";"regular+aide";657;663;"non-free";"suburban";"bachelor";"level1";22;"cauc";"18";"43"
"male";"afam";1980;"k";"regular";448;489;"free";"inner-city";"bachelor";"level1";24;"afam";"11";"22"
"male";"afam";1980;"1";"regular+aide";482;520;"free";"inner-city";"bachelor";"level1";6;"cauc";"11";"22"
"male";"afam";1980;"2";"regular+aide";521;574;"free";"inner-city";"master";"level1";9;"afam";"11";"22"
"male";"afam";1980;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980;"k";"regular+aide";442;520;"non-free";"suburban";"bachelor";"level1";8;"afam";"11";"17"
"male";"cauc";1980;"1";"regular";501;493;"non-free";"suburban";"bachelor";"level1";16;"cauc";"11";"17"
"male";"cauc";1980;"2";"regular";614;552;"non-free";"suburban";"bachelor";"notladder";12;"cauc";"11";"17"
"male";"cauc";1980;"3";"regular+aide";633;596;"non-free";"suburban";"master";"level1";18;"cauc";"11";"17"
"male";"cauc";1980;"k";"regular+aide";460;506;"non-free";"suburban";"master";"level1";14;"cauc";"12";"36"
"male";"cauc";1980;"1";"regular";527;549;"non-free";"suburban";"master";"level3";18;"cauc";"12";"36"
"male";"cauc";1980;"2";"regular";604;590;NA;"suburban";"bachelor";"level1";12;"cauc";"12";"36"
"male";"cauc";1980;"3";"regular";665;678;"non-free";"suburban";"bachelor";"probation";22;"afam";"12";"36"
"female";"afam";1980.5;"k";"regular";439;536;"free";"inner-city";"bachelor";"probation";0;"cauc";"11";"31"
"female";"afam";1980.5;"1";"regular+aide";494;535;"free";"inner-city";"master";"level1";7;"cauc";"11";"33"
"female";"afam";1980.5;"2";"regular+aide";584;596;"free";"inner-city";"bachelor";"notladder";6;"cauc";"11";"33"
"female";"afam";1980.5;"3";"regular+aide";618;604;"free";"inner-city";"bachelor";"level1";5;"cauc";"11";"33"
"female";"afam";1980.25;"k";"regular+aide";433;473;"non-free";"inner-city";"master";"level1";11;"cauc";"11";"18"
"female";"afam";1980.25;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"afam";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980;"k";"regular+aide";424;559;"non-free";"suburban";"bachelor";"level1";8;"afam";"11";"17"
"male";"cauc";1980;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"k";"small";425;468;"free";"rural";"master+";"level1";8;"cauc";"41";"78"
"female";"cauc";1980.25;"1";"small";501;520;"free";"rural";"master";"level1";3;"cauc";"41";"78"
"female";"cauc";1980.25;"2";"small";573;590;"free";"rural";"master";"level1";12;"cauc";"41";"78"
"female";"cauc";1980.25;"3";"small";592;629;"free";"rural";"master";"level1";14;"cauc";"41";"78"
"male";NA;1980.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";NA;1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";NA;1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";NA;1980.5;"3";"small";NA;NA;"non-free";"suburban";"master";"level1";13;"cauc";"17";"41"
"male";"afam";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.5;"2";"regular+aide";509;NA;"free";"inner-city";"bachelor";"notladder";NA;"afam";"11";"19"
"male";"afam";1979.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.75;"3";"regular+aide";577;562;"free";"inner-city";"master";"notladder";25;"cauc";"11";"15"
"male";"cauc";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"1";"small";460;515;"free";"rural";"bachelor";"level1";7;"cauc";"4";"5"
"male";"cauc";1979.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"k";"regular+aide";402;463;"free";"rural";"master";"level1";12;"cauc";"6";"8"
"female";"cauc";1980.25;"1";"regular";503;484;"free";"rural";"master";"level1";9;"cauc";"6";"8"
"female";"cauc";1980.25;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.5;"k";"regular";NA;468;"non-free";"rural";"bachelor";"probation";0;"cauc";"33";"67"
"male";"cauc";1980.5;"1";"regular";492;470;"non-free";"rural";"bachelor";"level1";7;"cauc";"33";"67"
"male";"cauc";1980.5;"2";"regular";552;525;"non-free";"rural";"bachelor";"apprentice";1;"cauc";"33";"67"
"male";"cauc";1980.5;"3";"regular";NA;NA;"non-free";"rural";"bachelor";"notladder";7;"cauc";"33";"67"
"male";"afam";1979.25;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1979.25;"1";"regular+aide";495;532;"free";"rural";"master";"level1";16;"cauc";"5";"7"
"male";"afam";1979.25;"2";"regular+aide";517;546;"free";"rural";"bachelor";"level1";31;"afam";"5";"7"
"male";"afam";1979.25;"3";"regular+aide";555;571;"free";"rural";"master";"level1";5;"cauc";"5";"7"
"male";"cauc";1980.5;"k";"regular+aide";419;506;"free";"urban";"bachelor";"level1";13;"cauc";"20";"48"
"male";"cauc";1980.5;"1";"regular";477;562;"free";"urban";"bachelor";"level1";17;"cauc";"20";"48"
"male";"cauc";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.5;"2";"regular+aide";627;561;"non-free";"rural";"phd";"level1";15;"cauc";"41";"78"
"female";"cauc";1980.5;"3";"regular+aide";644;596;"free";"rural";"master";"level1";8;"cauc";"41";"78"
"male";"cauc";1979.75;"k";"small";538;500;"non-free";"inner-city";"bachelor";"level1";9;"cauc";"22";"53"
"male";"cauc";1979.75;"1";"small";629;572;"non-free";"inner-city";"master";"level1";36;"cauc";"22";"53"
"male";"cauc";1979.75;"2";"small";602;626;"non-free";"inner-city";"bachelor";"probation";0;"cauc";"22";"53"
"male";"cauc";1979.75;"3";"small";657;639;"non-free";"inner-city";"bachelor";"apprentice";1;"cauc";"22";"53"
"female";"cauc";1979.75;"k";"regular+aide";427;468;"non-free";"rural";"bachelor";"level1";9;"cauc";"21";"49"
"female";"cauc";1979.75;"1";"regular+aide";475;470;"non-free";"rural";"master";"level1";11;"afam";"21";"49"
"female";"cauc";1979.75;"2";"regular+aide";549;530;"non-free";"rural";"bachelor";"level1";7;"cauc";"21";"49"
"female";"cauc";1979.75;"3";"regular+aide";573;582;"non-free";"rural";"master";"level2";17;"cauc";"21";"49"
"male";"cauc";1980.5;"k";"small";443;473;"free";"rural";"bachelor";"level1";19;"cauc";"31";"64"
"male";"cauc";1980.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"k";"regular";503;576;"non-free";"rural";"bachelor";"level1";13;"cauc";"41";"79"
"male";"cauc";1979.75;"1";"regular";604;592;"non-free";"rural";"bachelor";"level1";17;"cauc";"41";"79"
"male";"cauc";1979.75;"2";"regular";684;674;"non-free";"rural";"master";"level1";17;"cauc";"41";"79"
"male";"cauc";1979.75;"3";"regular";686;667;"non-free";"rural";"master";"level2";12;"cauc";"41";"79"
"male";"cauc";1979;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979;"2";"regular";550;596;"free";"rural";"bachelor";"probation";2;"cauc";"19";"47"
"male";"cauc";1979;"3";"regular";610;614;"free";"rural";"bachelor";"apprentice";1;"cauc";"19";"47"
"male";"afam";1980.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"1";"regular+aide";501;472;"free";"suburban";"bachelor";"level1";19;"cauc";"11";"21"
"male";"afam";1980.5;"2";"regular+aide";618;545;"non-free";"suburban";"bachelor";"level1";10;"afam";"11";"21"
"male";"afam";1980.5;"3";"regular+aide";608;577;"non-free";"suburban";"bachelor";"level1";25;"afam";"11";"21"
"male";"cauc";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"3";"regular+aide";606;629;"free";"rural";"bachelor";"probation";0;"cauc";"19";"47"
"female";"cauc";1980;"k";"regular";422;489;"free";"rural";"master";"level1";13;"cauc";"6";"8"
"female";"cauc";1980;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1980;"k";"regular";421;473;"non-free";"rural";"bachelor";"level1";13;"cauc";"41";"79"
"male";"cauc";1980;"1";"small";494;545;"non-free";"rural";"master";"level1";16;"cauc";"41";"79"
"male";"cauc";1980;"2";"small";584;611;"non-free";"rural";"bachelor";"level1";18;"cauc";"41";"79"
"male";"cauc";1980;"3";"small";622;672;"non-free";"rural";"master";"level1";12;"cauc";"41";"79"
"male";"cauc";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"1";"regular";548;601;"free";"inner-city";"bachelor";"notladder";8;"afam";"22";"53"
"male";"cauc";1979.75;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1980.25;"k";"small";483;506;"non-free";"rural";"bachelor";"level1";4;"cauc";"10";"13"
"female";"cauc";1980.25;"1";"small";503;529;"free";"rural";"bachelor";"level1";8;"cauc";"10";"13"
"female";"cauc";1980.25;"2";"small";559;577;NA;"rural";"master";"level1";9;"cauc";"10";"13"
"female";"cauc";1980.25;"3";"small";616;622;NA;"rural";"master";"level1";9;"cauc";"10";"13"
"male";"cauc";1979.75;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"cauc";1979.75;"2";"small";568;607;"non-free";"suburban";"bachelor";"level1";5;"cauc";"18";"43"
"male";"cauc";1979.75;"3";"small";606;616;"non-free";"suburban";"bachelor";"level1";5;"cauc";"18";"43"
"male";"afam";1980.25;"k";"regular";421;520;"free";"suburban";"bachelor";"apprentice";1;"cauc";"11";"23"
"male";"afam";1980.25;"1";"regular";485;493;"free";"suburban";"bachelor";"notladder";25;"afam";"11";"23"
"male";"afam";1980.25;"2";"regular+aide";554;570;"free";"suburban";"bachelor";"level1";5;"afam";"11";"23"
"male";"afam";1980.25;"3";"regular+aide";614;603;"free";"suburban";"master";"level1";20;"afam";"11";"23"
"male";"afam";1980.5;"k";"regular";433;412;"free";"inner-city";"master";"level1";7;"cauc";"11";"28"
"male";"afam";1980.5;"1";"regular";447;436;"free";"inner-city";"bachelor";"probation";1;"afam";"11";"28"
"male";"afam";1980.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980.5;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1978.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1978.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1978.5;"2";"regular";512;561;"free";"inner-city";"master";"probation";0;"afam";"11";"33"
"male";"afam";1978.5;"3";"regular";560;576;"free";"inner-city";"bachelor";"probation";0;"afam";"11";"33"
"female";"cauc";1980;"k";"regular";456;484;"non-free";"rural";"master";"level1";13;"cauc";"6";"8"
"female";"cauc";1980;"1";"regular";553;532;"non-free";"rural";"master";"level1";9;"cauc";"6";"8"
"female";"cauc";1980;"2";"regular";637;574;"non-free";"rural";"master";"level1";10;"cauc";"6";"8"
"female";"cauc";1980;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1980;"k";"regular";393;412;"free";"inner-city";"bachelor";"level1";12;"cauc";"18";"45"
"male";"afam";1980;"1";"regular";544;542;"free";"inner-city";"bachelor";"probation";0;"afam";"18";"45"
"male";"afam";1980;"2";"regular";517;500;"free";"inner-city";"bachelor";"apprentice";1;"cauc";"18";"45"
"male";"afam";1980;"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1978.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1978.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1978.5;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"male";"afam";1978.5;"3";"regular+aide";590;651;"free";"inner-city";"bachelor";"level1";5;"cauc";"11";"33"
"female";"cauc";1979.5;"k";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.5;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"female";"cauc";1979.5;"2";"regular+aide";650;561;"non-free";"rural";"bachelor";"level1";13;"cauc";"32";"66"
